"","x"
"1654","RT @Yusdom: 경기도 연천 임진강 강물위에
돼지열병의 시뻘겋고 참혹한
악마살의 피를 뿌려 비나오니
기해년 섣달 보름이 가기전에
기만과 오만 패륜의 인생 막장 
경기도둑지사의 죄질을 낱낱이
들추시어 남은인생 재기불능의
참수형 형벌을 내려주시옵소서"
"1655","RT @GoodToMoney: 베트남전국 돼지반을 없앤 돼지열병, 대한민국은 그걸 막아냄. 대단함."
"1656","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1657","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1658","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"1659","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1660","RT @Sylphirit: 이재명·이해찬, 아프리카돼지열병 피해 양돈농가 돕기 '1일 홍보대사'로 변신 | 다음뉴스 https://t.co/Y9i4q7yuH3

아니 쇼를 하지 말고 일을 하라고 일을..."
"1661","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1662","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1663","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1664","RT @kaos10000: 돼지열병 차단하려 잡은 야생멧돼지 70% 식용으로 자가소비
https://t.co/XviiUq3Qm6
중국 북한에서 돼지열병 급확산 이유가 돼지들 죽으면 식용으로 그냥 소비돼 무차별적 확산됐기 때문이라는데 도대체 지자체는…"
"1665","RT @Yusdom: 경기도 연천 임진강 강물위에
돼지열병의 시뻘겋고 참혹한
악마살의 피를 뿌려 비나오니
기해년 섣달 보름이 가기전에
기만과 오만 패륜의 인생 막장 
경기도둑지사의 죄질을 낱낱이
들추시어 남은인생 재기불능의
참수형 형벌을 내려주시옵소서"
"1666","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"1667","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"1668","돼지열병 차단하려 잡은 야생멧돼지 70% 식용으로 자가소비
https://t.co/XviiUq3Qm6
중국 북한에서 돼지열병 급확산 이유가 돼지들 죽으면 식용으로 그냥 소비돼 무차별적 확산됐기 때문이라는데… https://t.co/fwKnkf561C"
"1669","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1670","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1671","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1672","RT @Yusdom: 경기도 연천 임진강 강물위에
돼지열병의 시뻘겋고 참혹한
악마살의 피를 뿌려 비나오니
기해년 섣달 보름이 가기전에
기만과 오만 패륜의 인생 막장 
경기도둑지사의 죄질을 낱낱이
들추시어 남은인생 재기불능의
참수형 형벌을 내려주시옵소서"
"1673","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1674","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1675","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1676","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1677","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1678","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1679","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1680","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1681","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1682","RT @amiinoja: 똘지사 색희가 돼지열병을 남의 일 보듯이 하다가 이제서야 돼지모자 쓰고 숟가락질하는 꼴갑을 떨고 있다며? 니미, 나는 어제 사과 한알 잘못 먹고 배탈이 났는데, 저것들은 병도 안걸리는가벼?"
"1683","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1684","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1685","RT @makeup446: &lt;이재명, 이해찬과 돼지열병 피해양돈농가 돕기 '1일 한돈 홍보대사'로 나서&gt;
이재명 경기지사가 12일 국회를 찾아 이해찬 민주당 대표, 문희상 국회의장과 아프리카돼지열병으로 어려움을 겪고 있는 양돈농가에 힘을 보태기 위해…"
"1686","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1687","RT @son5959: 아니 돼지열병 못 막아 돼지 수십마리 살처분 한 새끼가 주도를 해서 돼지탈 뒤집어쓰고 돼지사랑 행사를 주도를 하고 여기에 집권여당 대표새끼 국회의장 새끼도 돼지탈 뒤집어 쓰고 지랄을 하고 기가찬다,"
"1688","RT @N7AUZ3Y6VtLg2EV: 앗 아프리카 돼지열병 발생했다
4마리 모두 살처분이 시급하다. https://t.co/7C22BcrK4t"
"1689","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1690","RT @ineedacat1: 돼지열병 심각한데 저만 살려고 국회로 어디로 뛰어 다니고 폼나는 돼지고기 팔이  행사만 하고 있으니 뒷처리가 저 모양에 더 엉망진창이 되버림.
나대는 거 얼굴팔리는 거만 좋아하는 무능력자 이재명의 실체."
"1691","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1692","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1693","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1694","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1695","하이난 섬은 내년 1월 1일 부터 한국령 박진영 소유가 됩니다.
하다못해 조세권이라도 받아야겠지요.
큰 레이조우 반도는 사람이 그래도 양심가라서 아프리카 돼지열병, 헥타 바이러스, 구제역 다 해결하고 받아가려 합니다.
빠른 조문 바랍니다."
"1696","RT @gracehwang1970: ""한번도 경험해보지못한 대한민국""을 무능한 #문재인 이 달성하는 중이다. #아프리카돼지열병 #ASF 은 중국과 북한에서 #문재인 에게 안겨준 골칫덩어리이다. 임진강 지류마져 뻘건피로 물들게하는 재앙. 저 돼지피와…"
"1697","RT @gracehwang1970: ""한번도 경험해보지못한 대한민국""을 무능한 #문재인 이 달성하는 중이다. #아프리카돼지열병 #ASF 은 중국과 북한에서 #문재인 에게 안겨준 골칫덩어리이다. 임진강 지류마져 뻘건피로 물들게하는 재앙. 저 돼지피와…"
"1698","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1699","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1700","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1701","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1702","돼지열병에다 페스트라니 참 가지가지도 한다"
"1703","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1704","RT @ojc670: 시발!
경기도 돼지 4만마리 묻을때가 없어 방치해 임진강이 씨벌게 졌다는데 저 지랄들이 하고 싶은거여?
열병 걸린 돼지들 너네가 다 쳐먹든지!

https://t.co/BFNlEvZiuU"
"1705","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1706","RT @son5959: 돼지열병 못 막아 수십만마리 돼지 살처분한 새끼가 이런 박장대소 웃음이 나오는것도 신기할 따름이다.
이 인간 정체가 도대체 뭘까?  https://t.co/26tLL8gfR9"
"1707","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1708","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1709","RT @Yusdom: 경기도 연천 임진강 강물위에
돼지열병의 시뻘겋고 참혹한
악마살의 피를 뿌려 비나오니
기해년 섣달 보름이 가기전에
기만과 오만 패륜의 인생 막장 
경기도둑지사의 죄질을 낱낱이
들추시어 남은인생 재기불능의
참수형 형벌을 내려주시옵소서"
"1710","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1711","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1712","RT @son5959: 아니 돼지열병 못 막아 돼지 수십마리 살처분 한 새끼가 주도를 해서 돼지탈 뒤집어쓰고 돼지사랑 행사를 주도를 하고 여기에 집권여당 대표새끼 국회의장 새끼도 돼지탈 뒤집어 쓰고 지랄을 하고 기가찬다,"
"1713","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1714","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1715","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1716","RT @only598185: 흉측한 정치꾼들<U+0001F479>

처음 아프리카 돼지열병에
이낙연총리께서 밤낮없이
방역에 전념하실때는
수수방관 아몰랑이던
정치꾼들이 이제와서
돼지탈쓰고 돼지팔이.
 역겹다!!!!!

문희상·이해찬·이재명, 국회서 '분홍색 돼지인형' 쓴…"
"1717","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1718","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"1719","RT @Yusdom: 경기도 연천 임진강 강물위에
돼지열병의 시뻘겋고 참혹한
악마살의 피를 뿌려 비나오니
기해년 섣달 보름이 가기전에
기만과 오만 패륜의 인생 막장 
경기도둑지사의 죄질을 낱낱이
들추시어 남은인생 재기불능의
참수형 형벌을 내려주시옵소서"
"1720","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1721","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1722","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"1723","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1724","RT @son5959: 돼지열병 못 막아 수십만마리 돼지 살처분한 새끼가 이런 박장대소 웃음이 나오는것도 신기할 따름이다.
이 인간 정체가 도대체 뭘까?  https://t.co/26tLL8gfR9"
"1725","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1726","RT @Yusdom: 경기도 연천 임진강 강물위에
돼지열병의 시뻘겋고 참혹한
악마살의 피를 뿌려 비나오니
기해년 섣달 보름이 가기전에
기만과 오만 패륜의 인생 막장 
경기도둑지사의 죄질을 낱낱이
들추시어 남은인생 재기불능의
참수형 형벌을 내려주시옵소서"
"1727","RT @son5959: 돼지열병 발생부터 사후처리 과정을 보면 이재명은 행정가로서는 능력이 빵점이다.
일 잘한다는 새끼들 전부 니들 손가락으로 니들 눈 찔러라,"
"1728","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1729","RT @rude002: 울 이모님은 홍성에서 양돈업을 30년 넘게 해오셨다. 현재 축사 2채를 보유중이시며
3천마리 정도를 사육중이시다. 돼지열병때문에 걱정을 많이 하고 계시지만
그래도 아직 홍성은 뚫리지 않았다.
이재명..... 일해라. 
유죄확정…"
"1730","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1731","RT @Yusdom: 경기도 연천 임진강 강물위에
돼지열병의 시뻘겋고 참혹한
악마살의 피를 뿌려 비나오니
기해년 섣달 보름이 가기전에
기만과 오만 패륜의 인생 막장 
경기도둑지사의 죄질을 낱낱이
들추시어 남은인생 재기불능의
참수형 형벌을 내려주시옵소서"
"1732","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1733","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1734","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1735","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1736","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1737","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1738","RT @charisclinic: 저 침출수가 앞으로 영향을 줄 일 생각해보니 머리가 아플 정도. 오래 살아남기 때문에 다른 동물이 캐리어 역할을 할 수 있고 이게 일년이상 돼지열병을 유발시키는 원인이 될지도. 진짜 뭐 제대로 하는게 하나도 없는 이재…"
"1739","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1740","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1741","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1742","RT @son5959: 돼지열병 못 막아 수십만마리 돼지 살처분한 새끼가 이런 박장대소 웃음이 나오는것도 신기할 따름이다.
이 인간 정체가 도대체 뭘까?  https://t.co/26tLL8gfR9"
"1743","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1744","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1745","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1746","RT @son5959: 시도지사 중 돼지열병을 유일하게 못 막아 돼지 수십만마리나 살처분 한 경기지사 이재명이 자신의 과오를 돼지 홍보 행사로 더러운 이미지 변신을 하는 행사에 집권여당 대표와 국회의장이 빤스를 내렸네,  
이런 식의 행정 정치 너무…"
"1747","RT @Yusdom: 경기도 연천 임진강 강물위에
돼지열병의 시뻘겋고 참혹한
악마살의 피를 뿌려 비나오니
기해년 섣달 보름이 가기전에
기만과 오만 패륜의 인생 막장 
경기도둑지사의 죄질을 낱낱이
들추시어 남은인생 재기불능의
참수형 형벌을 내려주시옵소서"
"1748","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1749","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1750","RT @djkim8688: 온갖 일은 경기도에서 다 일어나는구나
돼지열병, 침출수, 버스비인상,상품권발행,무상급식 예산미확보 등등등. 역시 인성이 그르면 일도 잘할수 없다니까."
"1751","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1752","RT @charisclinic: 저 침출수가 앞으로 영향을 줄 일 생각해보니 머리가 아플 정도. 오래 살아남기 때문에 다른 동물이 캐리어 역할을 할 수 있고 이게 일년이상 돼지열병을 유발시키는 원인이 될지도. 진짜 뭐 제대로 하는게 하나도 없는 이재…"
"1753","RT @ineedacat1: 돼지열병 방역 모범 국가에서 돼지열병 돼지피로 강물을 오염시킨 최고 무능한 국가로 국제적으로 소문남.
이게 이재명의 대단한 능력임."
"1754","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1755","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1756","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1757","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1758","RT @pmgag: 돼지열병 확진 농가는 살처분 해도 5년간 사육 금지임.그럼 강은 임진강은 ? 진짜 미친 새끼 하나 때문에 ㅠㅠ대법원 부탁 합니다.법 대로 가능 하다면 법정구속 해주세요.악마같은 새끼를.."
"1759","RT @hwaga_story: <U+0001F5E3> 경기도 돼지 살처분 문제!!!

<U+2022>이명박 - 산채로 매몰 (구제역)

<U+2022>경기도 - 죽여서 매몰 (아프리카 열병)

전염성 동식물은 그대로 매장하거나 소각해야 한다.

돼지 사체 피...
강물 유입→어패류 흡입→사람…"
"1760","RT @nylee21: 아프리카돼지열병(ASF). 사육돼지에서는 한 달 동안 발생이 없습니다. 잠복기로 알려진 20일을 넘겼습니다. 방역에 애쓰신 농가, 많은 불편을 견디신 주민들께 감사드립니다. 그동안 제기된 일부 문제는 보완하겠습니다. 그러나 야…"
